nlc,Station,Note,Entry_Week,Entry_Saturday,Entry_Sunday,Exit_Week,Exit_Saturday,Exit_Sunday,AnnualEntryExit_Mill
500,Acton Town, ,8905,6408,4360,8619,5960,4254,5.58
502,Aldgate   , ,12031,2384,1946,11942,3471,2760,6.65
503,Aldgate East                       , ,16210,11047,10285,15070,9593,9154,10.13
505,Alperton  , ,4450,3193,2264,4612,3189,2290,2.89
506,Amersham  , ,3387,1675,1133,3708,1703,1024,2.10
507,Angel     , ,28693,23305,13610,28832,23916,12990,18.58
508,Archway   , ,13318,9381,5879,12385,7685,5458,8.06
509,Arnos Grove                        , ,6759,5165,3124,6269,4549,2886,4.16
510,Arsenal   , ,4857,4290,2815,4159,3633,2685,3.02
511,Baker Street                       , ,45141,28647,21137,43559,26954,19743,27.74
512,Balham    , ,19022,14215,8657,18398,13029,8634,11.90
513,Bank & Monument                    ,B,88894,22224,9886,86366,21541,9324,47.75
501,Barbican  , ,17136,6241,4267,17189,6432,4332,9.85
514,Barking   , ,23627,15706,11133,22558,14351,10341,14.51
515,Barkingside                        , ,1944,913,568,1840,902,568,1.12
516,Barons Court                       , ,11779,6683,4431,10715,5196,4060,6.81
517,Bayswater , ,7809,8524,7222,7520,8089,6333,5.54
518,Becontree , ,4802,2922,1709,4483,2696,1620,2.84
519,Belsize Park                       , ,10133,5473,3931,8916,5023,3550,5.81
787,Bermondsey, ,13039,9210,6393,12012,8347,6296,8.00
520,Bethnal Green                      , ,23880,18788,13491,21915,17702,13158,15.06
521,Blackfriars                        ,,16297,6486,5053,15935,5257,3707,9.28
522,Blackhorse Road                    , ,11956,8903,5879,10879,7642,5417,7.30
524,Bond Street                        , ,59698,48080,27806,58719,46439,26273,38.07
525,Borough   , ,7686,5231,3413,7663,5412,3432,4.84
526,Boston Manor                       , ,3066,2156,1555,3116,1868,1468,1.95
527,Bounds Green                       , ,9424,7066,4821,8387,5940,4605,5.74
528,Bow Road  , ,8221,6170,4277,7838,5629,4264,5.18
529,Brent Cross                        , ,3441,2311,1807,3245,2131,1638,2.13
778,Brixton   , ,39375,31587,20489,36606,29938,20208,24.82
530,Bromley-by-Bow                     , ,4349,2843,2040,3986,2646,1926,2.63
531,Buckhurst Hill                     , ,3230,1965,973,3113,1729,947,1.91
532,Burnt Oak , ,6102,3763,2529,5599,3408,2391,3.62
534,Caledonian Road                    , ,8673,6117,4143,7860,5165,4007,5.25
535,Camden Town                        , ,28272,37885,15779,29891,43282,29625,21.61
788,Canada Water                       , ,15956,13969,10258,15928,13398,10675,10.72
852,Canary Wharf                       , ,83213,29831,20216,85122,29358,20063,48.04
884,Canning Town                       , ,13491,11624,8130,12840,10428,7625,8.74
536,Cannon Street                      ,A,8741,0,0,7419,0,0,4.09
537,Canons Park                        , ,3391,1766,1183,3222,1590,1118,1.98
539,Chalfont & Latimer                 , ,2220,1010,702,2075,952,640,1.27
540,Chalk Farm, ,8662,7503,6490,7247,5816,4066,5.34
541,Chancery Lane                      , ,28353,6912,3671,29957,6962,3521,15.90
718,Charing Cross                      , ,30548,28462,17357,25401,21206,12928,18.52
543,Chesham   , ,1218,638,385,946,565,342,0.65
544,Chigwell  , ,940,387,180,743,363,190,0.49
545,Chiswick Park                      , ,3341,1881,1172,3655,1793,1120,2.10
546,Chorleywood                        , ,1755,785,407,1521,1401,714,1.01
547,Clapham Common                     , ,13157,11584,7624,14633,12768,7923,9.21
548,Clapham North                      , ,7715,8205,5051,9571,8069,5172,5.82
549,Clapham South                      , ,12511,8833,5707,12191,7942,5746,7.80
550,Cockfosters                        , ,2710,2659,1562,2663,2385,1558,1.81
551,Colindale , ,7275,4612,2999,6509,3863,2806,4.27
552,Colliers Wood                      , ,9214,6998,4569,8465,6083,4393,5.68
553,Covent Garden                      , ,26472,32731,21356,31067,44996,24297,21.29
554,Croxley   , ,1611,557,346,1536,497,335,0.89
555,Dagenham East                      , ,3894,2569,1469,3496,2209,1415,2.29
556,Dagenham Heathway                  , ,8166,4889,3127,7868,4620,2996,4.91
557,Debden    , ,3959,1720,886,3657,1539,841,2.20
